source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[fraction identifier]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[olink lot number]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PAD000033-f01-r00124-2022-02-03-71-2	Homo sapiens	Blood serum	not available	not available	not available	124	experimental sample	blood serum	PAD000033-f01-r00124-2022-02-03-71-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00125-2022-02-03-100-1	Homo sapiens	Blood serum	not available	not available	not available	125	experimental sample	blood serum	PAD000033-f01-r00125-2022-02-03-100-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00126-2022-02-03-13-2	Homo sapiens	Blood serum	not available	not available	not available	126	experimental sample	blood serum	PAD000033-f01-r00126-2022-02-03-13-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00127-2022-02-03-18-1	Homo sapiens	Blood serum	not available	not available	not available	127	experimental sample	blood serum	PAD000033-f01-r00127-2022-02-03-18-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00128-2022-02-03-29-1	Homo sapiens	Blood serum	not available	not available	not available	128	experimental sample	blood serum	PAD000033-f01-r00128-2022-02-03-29-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00129-2022-02-03-47-2	Homo sapiens	Blood serum	not available	not available	not available	129	experimental sample	blood serum	PAD000033-f01-r00129-2022-02-03-47-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00130-2022-02-03-72-2	Homo sapiens	Blood serum	not available	not available	not available	130	experimental sample	blood serum	PAD000033-f01-r00130-2022-02-03-72-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00131-2022-02-03-56-1	Homo sapiens	Blood serum	not available	not available	not available	131	experimental sample	blood serum	PAD000033-f01-r00131-2022-02-03-56-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00132-2022-02-03-01-2	Homo sapiens	Blood serum	not available	not available	not available	132	experimental sample	blood serum	PAD000033-f01-r00132-2022-02-03-01-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00133-2022-02-03-99-1	Homo sapiens	Blood serum	not available	not available	not available	133	experimental sample	blood serum	PAD000033-f01-r00133-2022-02-03-99-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00134-CONTROL_SAMPLE_US_CS_AS_2-11	Homo sapiens	Blood serum	not available	not available	not available	134	experimental sample	blood serum	PAD000033-f01-r00134-CONTROL_SAMPLE_US_CS_AS_2-11	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic_II; Inflammation_II; Neurology_II; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic_II; Inflammation_II; Neurology_II; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00135-2022-02-03-08-1	Homo sapiens	Blood serum	not available	not available	not available	135	experimental sample	blood serum	PAD000033-f01-r00135-2022-02-03-08-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00136-2022-02-03-38-2	Homo sapiens	Blood serum	not available	not available	not available	136	experimental sample	blood serum	PAD000033-f01-r00136-2022-02-03-38-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00137-2022-02-03-26-1	Homo sapiens	Blood serum	not available	not available	not available	137	experimental sample	blood serum	PAD000033-f01-r00137-2022-02-03-26-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00138-2022-02-03-07-1	Homo sapiens	Blood serum	not available	not available	not available	138	experimental sample	blood serum	PAD000033-f01-r00138-2022-02-03-07-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00139-2022-02-03-90-1	Homo sapiens	Blood serum	not available	not available	not available	139	experimental sample	blood serum	PAD000033-f01-r00139-2022-02-03-90-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00140-2022-02-03-91-2	Homo sapiens	Blood serum	not available	not available	not available	140	experimental sample	blood serum	PAD000033-f01-r00140-2022-02-03-91-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00141-2022-02-03-66-1	Homo sapiens	Blood serum	not available	not available	not available	141	experimental sample	blood serum	PAD000033-f01-r00141-2022-02-03-66-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00142-2022-02-03-88-1	Homo sapiens	Blood serum	not available	not available	not available	142	experimental sample	blood serum	PAD000033-f01-r00142-2022-02-03-88-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00143-2022-02-03-29-2	Homo sapiens	Blood serum	not available	not available	not available	143	experimental sample	blood serum	PAD000033-f01-r00143-2022-02-03-29-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00144-2022-02-03-12-1	Homo sapiens	Blood serum	not available	not available	not available	144	experimental sample	blood serum	PAD000033-f01-r00144-2022-02-03-12-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00145-CONTROL_SAMPLE_US_CS_AS_2-12	Homo sapiens	Blood serum	not available	not available	not available	145	experimental sample	blood serum	PAD000033-f01-r00145-CONTROL_SAMPLE_US_CS_AS_2-12	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic_II; Inflammation_II; Neurology_II; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic_II; Inflammation_II; Neurology_II; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00146-2022-02-03-35-2	Homo sapiens	Blood serum	not available	not available	not available	146	experimental sample	blood serum	PAD000033-f01-r00146-2022-02-03-35-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00147-2022-02-03-100-2	Homo sapiens	Blood serum	not available	not available	not available	147	experimental sample	blood serum	PAD000033-f01-r00147-2022-02-03-100-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00148-2022-02-03-32-1	Homo sapiens	Blood serum	not available	not available	not available	148	experimental sample	blood serum	PAD000033-f01-r00148-2022-02-03-32-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00149-2022-02-03-92-2	Homo sapiens	Blood serum	not available	not available	not available	149	experimental sample	blood serum	PAD000033-f01-r00149-2022-02-03-92-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00150-2022-02-03-35-1	Homo sapiens	Blood serum	not available	not available	not available	150	experimental sample	blood serum	PAD000033-f01-r00150-2022-02-03-35-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00151-2022-02-03-18-2	Homo sapiens	Blood serum	not available	not available	not available	151	experimental sample	blood serum	PAD000033-f01-r00151-2022-02-03-18-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00152-2022-02-03-88-2	Homo sapiens	Blood serum	not available	not available	not available	152	experimental sample	blood serum	PAD000033-f01-r00152-2022-02-03-88-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00153-2022-02-03-47-1	Homo sapiens	Blood serum	not available	not available	not available	153	experimental sample	blood serum	PAD000033-f01-r00153-2022-02-03-47-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-f01-r00154-2022-02-03-58-1	Homo sapiens	Blood serum	not available	not available	not available	154	experimental sample	blood serum	PAD000033-f01-r00154-2022-02-03-58-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	NPX	20211799_SS220169	Intensity	1	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
